City_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Lasa,IT,46.6166,10.7002,38.14,66,100,5.35,overcast clouds
231,Flinders,AU,-34.5833,150.8552,67.8,91,92,8.01,light rain
232,Sonoita,MX,31.85,-112.8333,69.53,10,0,10.65,clear sky
233,Cockburn Town,TC,21.4612,-71.1419,75.81,69,1,14.97,clear sky
234,Hovd,MN,48.0056,91.6419,-14.22,73,14,3.65,few clouds
235,Jablah,SY,35.3614,35.9256,53.89,82,75,5.75,broken clouds
236,Yairipok,IN,24.6667,94.0667,41.16,91,0,0.96,clear sky
237,Salalah,OM,17.0151,54.0924,78.89,41,0,6.91,clear sky
238,Lompoc,US,34.6391,-120.4579,81.1,26,0,9.22,clear sky
239,Gamba,GA,-2.65,10.0,77.0,87,35,5.32,scattered clouds
240,Quatre Cocos,MU,-20.2078,57.7625,78.91,83,91,10.13,overcast clouds
241,Bacolod,PH,10.6667,122.95,74.84,85,97,10.8,overcast clouds
242,Douglas,US,41.3,-96.167,42.98,42,0,4.0,clear sky
243,Havre-Saint-Pierre,CA,50.2334,-63.5986,6.8,55,0,13.8,clear sky
244,Herat,AF,34.5,62.0,39.96,75,2,0.56,clear sky
245,Taman,RU,45.2117,36.7161,37.35,75,44,11.32,scattered clouds
246,Kuji,JP,40.1878,141.7689,25.79,72,11,13.89,few clouds
247,Port Hardy,CA,50.6996,-127.4199,46.76,76,100,21.85,overcast clouds
248,Omsukchan,RU,62.5333,155.8,-16.22,68,1,2.51,clear sky
249,Medea,DZ,36.2642,2.7539,39.65,90,40,2.53,scattered clouds
250,Ucluelet,CA,48.9329,-125.5528,48.09,87,74,3.0,broken clouds
251,Trofors,NO,65.5333,13.4063,31.35,96,81,4.41,broken clouds
252,Belmonte,BR,-15.8631,-38.8828,82.9,78,10,8.37,clear sky
253,Inverell,AU,-29.7833,151.1167,61.66,80,0,1.99,clear sky
254,Half Moon Bay,US,37.4636,-122.4286,70.9,58,0,13.8,clear sky
255,Amahai,ID,-3.3333,128.9167,77.79,84,90,4.92,light rain
256,Det Udom,TH,14.906,105.0784,76.24,65,72,2.17,broken clouds
257,Waipawa,NZ,-41.4122,175.5153,59.45,77,100,12.8,overcast clouds
258,Byron Bay,AU,-28.65,153.6167,71.06,74,100,14.74,overcast clouds
259,Haines Junction,CA,60.7522,-137.5108,39.15,48,100,19.57,overcast clouds
260,Horki,BY,54.2861,30.9842,30.09,96,100,16.67,snow
261,Nizhniy Tsasuchey,RU,50.5167,115.1333,1.85,94,39,6.82,scattered clouds
262,Coruripe,BR,-10.1256,-36.1756,80.49,75,1,13.29,clear sky
263,Joetsu,JP,37.1483,138.2364,27.72,77,100,14.85,light snow
264,Sturgeon Bay,US,44.8342,-87.377,32.85,93,100,0.0,mist
265,Kununurra,AU,-15.7667,128.7333,75.18,100,75,8.05,broken clouds
266,Pingliang,CN,35.5392,106.6861,6.06,92,60,5.64,broken clouds
267,Kichera,RU,55.9375,110.0997,7.92,96,100,1.36,light snow
268,Roald,NO,62.5833,6.1333,39.33,81,75,11.5,broken clouds
269,Ahipara,NZ,-35.1667,173.1667,74.16,96,100,5.68,overcast clouds
270,Belgrade,RS,44.804,20.4651,46.06,57,0,9.22,clear sky
271,Cairns,AU,-16.9167,145.7667,76.95,85,100,10.36,overcast clouds
272,Baiyin,CN,36.5583,104.2081,5.88,93,58,3.22,broken clouds
273,Tukrah,LY,32.5341,20.5791,57.83,70,100,6.62,overcast clouds
274,Fez,MA,34.0372,-4.9998,55.65,62,40,6.91,scattered clouds
275,Lavrentiya,RU,65.5833,-171.0,-12.6,92,13,6.26,few clouds
276,Portland,US,45.5234,-122.6762,63.46,71,40,1.01,scattered clouds
277,Kirovskiy,RU,45.0917,133.5136,-2.33,99,100,3.33,overcast clouds
278,Strelka,RU,58.0728,93.0344,5.65,98,100,2.48,overcast clouds
279,Manokwari,ID,-0.8667,134.0833,77.77,77,100,1.88,overcast clouds
280,Kruisfontein,ZA,-34.0033,24.7314,74.88,56,100,8.63,overcast clouds
281,Sao Filipe,CV,14.8961,-24.4956,73.08,74,0,8.7,clear sky
282,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,82,40,16.11,scattered clouds
283,Beawar,IN,26.1,74.3167,59.18,41,0,5.84,clear sky
284,Rolla,US,37.9514,-91.7713,47.21,39,96,4.0,overcast clouds
285,Vila Do Maio,CV,15.1333,-23.2167,70.59,80,0,13.67,clear sky
286,Pachperwa,IN,27.5167,82.65,51.22,80,0,3.78,clear sky
287,Porto Seguro,BR,-16.4497,-39.0647,82.92,74,40,9.22,scattered clouds
288,Viransehir,TR,37.2353,39.7631,38.25,60,40,5.12,scattered clouds
289,Garden City,US,42.3256,-83.331,34.9,60,20,1.99,few clouds
290,Grootfontein,NA,-19.5667,18.1167,63.97,100,97,1.14,overcast clouds
291,Hasaki,JP,35.7333,140.8333,30.6,42,2,19.24,clear sky
292,Saedinenie,BG,42.2667,24.55,36.95,75,0,4.61,clear sky
293,Soe,ID,-9.8607,124.284,65.88,91,44,3.2,scattered clouds
294,Mapiripan,CO,2.8892,-72.1256,92.82,37,93,4.27,overcast clouds
295,East London,ZA,-33.0153,27.9116,73.69,83,2,16.62,clear sky
296,Porto Santo,PT,33.072,-16.3415,62.51,67,75,17.27,broken clouds
297,Namatanai,PG,-3.6667,152.4333,80.69,77,44,3.51,scattered clouds
298,Srednekolymsk,RU,67.45,153.6833,-37.12,100,69,1.7,broken clouds
299,Nuuk,GL,64.1835,-51.7216,5.61,51,75,17.27,broken clouds
300,Vao,NC,-22.6667,167.4833,80.19,83,80,1.52,broken clouds
301,Taikang,CN,46.8333,124.4167,-3.17,92,75,5.1,broken clouds
302,Copiapo,CL,-27.3667,-70.3333,71.29,32,0,9.13,clear sky
303,Mildura,AU,-34.2,142.15,69.08,49,47,9.22,scattered clouds
304,Vestmannaeyjar,IS,63.4427,-20.2734,35.62,59,100,25.37,overcast clouds
305,Kirakira,SB,-10.4544,161.9205,82.94,82,99,9.51,overcast clouds
306,Anadyr,RU,64.75,177.4833,-19.7,76,0,6.71,clear sky
307,Tura,IN,25.5198,90.2201,51.39,80,0,3.15,clear sky
308,Port-Gentil,GA,-0.7193,8.7815,80.19,82,29,13.49,scattered clouds
309,San Quintin,MX,30.4833,-115.95,64.99,30,0,7.2,clear sky
310,Katherine,AU,-14.4667,132.2667,75.52,94,95,2.3,overcast clouds
311,Baykit,RU,61.67,96.37,-3.57,99,100,2.28,overcast clouds
312,Tokur,RU,53.1333,132.9,-24.65,99,39,1.86,scattered clouds
313,Georgetown,MY,5.4112,100.3354,78.75,92,40,1.14,scattered clouds
314,Athmallik,IN,20.7219,84.5348,57.85,36,12,2.37,few clouds
315,Praia,CV,14.9215,-23.5087,70.34,78,20,17.27,few clouds
316,Codrington,AU,-38.2667,141.9667,59.67,71,0,8.25,clear sky
317,Cherskiy,RU,68.75,161.3,-31.34,100,23,1.61,few clouds
318,Tawang,IN,27.5833,91.8667,25.97,62,0,4.59,clear sky
319,Pervomayskiy,RU,53.2485,40.2871,16.63,98,65,6.96,broken clouds
320,Labrea,BR,-7.2586,-64.7981,82.45,83,56,2.06,broken clouds
321,Gimli,CA,50.6336,-96.9907,7.12,71,91,5.75,overcast clouds
322,Iskateley,RU,67.6803,53.1512,10.17,89,100,14.74,overcast clouds
323,Rocha,UY,-34.4833,-54.3333,68.13,56,57,17.69,broken clouds
324,Meridian,US,43.6121,-116.3915,42.17,58,0,1.01,clear sky
325,Kamaishi,JP,39.2667,141.8833,26.02,63,3,4.68,clear sky
326,Ostrovnoy,RU,68.0531,39.5131,14.34,86,99,21.59,overcast clouds
327,Bud,US,39.447,-86.1758,40.68,59,27,6.51,scattered clouds
328,Pionki,PL,51.476,21.4499,40.28,63,100,1.01,overcast clouds
329,Taylorville,US,39.5489,-89.2945,39.09,64,0,12.66,clear sky
330,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.35,72,66,13.56,broken clouds
331,Lorengau,PG,-2.0226,147.2712,80.98,80,100,6.42,overcast clouds
332,Plettenberg Bay,ZA,-34.0527,23.3716,73.22,61,52,6.06,broken clouds
333,Pangnirtung,CA,66.1451,-65.7125,-31.0,68,75,8.05,broken clouds
334,Vila Velha,BR,-20.3297,-40.2925,80.94,84,40,5.01,scattered clouds
335,Trelew,AR,-43.249,-65.3051,78.66,24,6,17.05,clear sky
336,Kaduna,NG,10.5222,7.4383,72.21,19,0,8.59,clear sky
337,Fort Nelson,CA,58.8053,-122.7002,36.64,88,100,4.83,overcast clouds
338,Ryzdvyanyy,RU,45.2656,41.8389,29.1,86,100,15.52,overcast clouds
339,Valdivia,CL,-39.8142,-73.2459,86.09,33,0,3.83,clear sky
340,Te Anau,NZ,-45.4167,167.7167,50.63,67,29,0.47,scattered clouds
341,Tashtagol,RU,52.7657,87.8894,1.08,97,55,2.28,broken clouds
342,Razole,IN,16.4833,81.8333,66.92,88,94,2.71,overcast clouds
343,Gotsu,JP,35.0,132.2167,38.25,60,95,11.16,overcast clouds
344,Aleksandrov Gay,RU,50.147,48.5704,11.14,93,100,7.63,overcast clouds
345,Southbridge,US,42.0751,-72.0334,28.72,53,100,10.0,overcast clouds
346,Namibe,AO,-15.1961,12.1522,74.7,67,100,12.86,overcast clouds
347,Popondetta,PG,-8.7537,148.2534,75.4,93,100,2.75,moderate rain
348,Igarka,RU,67.4667,86.5833,-17.77,99,81,7.94,broken clouds
349,Clyde River,CA,70.4692,-68.5914,-30.77,68,40,8.05,scattered clouds
350,Talcahuano,CL,-36.7167,-73.1167,74.88,50,0,12.66,clear sky
351,Ossora,RU,59.2353,163.0719,6.87,75,100,11.72,overcast clouds
352,Mackenzie,CA,55.2999,-123.1698,41.22,56,20,16.11,few clouds
353,Tshikapa,CD,-6.4167,20.8,70.88,93,100,2.26,light rain
354,Garissa,KE,-0.4536,39.6401,82.11,52,100,13.47,overcast clouds
355,Pisco,PE,-13.7,-76.2167,68.05,88,46,10.36,mist
356,Adrar,MR,20.5022,-10.0711,69.71,9,0,9.17,clear sky
357,Taoudenni,ML,22.6783,-3.9836,71.2,11,24,9.89,few clouds
358,Jalu,LY,29.0331,21.5482,59.56,30,25,5.95,scattered clouds
359,Luanda,AO,-8.8368,13.2343,75.78,82,99,10.76,overcast clouds
360,Owando,CG,-0.4819,15.8999,75.94,29,36,2.26,scattered clouds
361,Port Moresby,PG,-9.4431,147.1797,76.5,84,100,4.88,heavy intensity rain
362,Sola,VU,-13.8833,167.55,82.6,77,100,17.54,moderate rain
363,Coahuayana,MX,18.7333,-103.6833,92.68,35,16,7.65,few clouds
364,Maragogi,BR,-9.0122,-35.2225,80.17,72,85,12.97,overcast clouds
365,Egvekinot,RU,66.3167,-179.1667,-13.25,82,1,8.01,clear sky
366,Thompson,CA,55.7435,-97.8558,-3.84,54,20,9.22,few clouds
367,Waddan,LY,29.1614,16.139,59.86,20,66,6.96,broken clouds
368,Laguna,US,38.421,-121.4238,70.95,49,0,1.99,clear sky
369,Great Yarmouth,GB,52.6083,1.7305,42.22,71,70,29.28,broken clouds
370,Nanortalik,GL,60.1432,-45.2371,16.2,66,100,21.09,overcast clouds
371,Bonavista,CA,48.6499,-53.1147,15.12,62,99,25.81,overcast clouds
372,Isabela,PH,6.7085,121.9711,78.85,82,100,4.38,overcast clouds
373,Kieta,PG,-6.2167,155.6333,81.16,80,100,7.23,overcast clouds
374,Vila,PT,42.0304,-8.1588,41.88,61,93,5.48,overcast clouds
375,Gizo,SB,-8.103,156.8419,83.3,78,100,14.32,light rain
376,Bunia,CD,1.5667,30.25,66.81,41,100,3.51,overcast clouds
377,Pozo Colorado,PY,-23.4923,-58.7972,90.03,29,0,10.8,clear sky
378,Basoda,IN,23.85,77.9333,57.9,33,0,1.41,clear sky
379,Vanimo,PG,-2.6741,141.3028,77.95,87,100,3.89,overcast clouds
380,Newport,GB,51.5877,-2.9984,46.02,77,32,17.07,scattered clouds
381,Ketchikan,US,55.3422,-131.6461,45.07,100,100,20.71,moderate rain
382,Manavalakurichi,IN,8.1333,77.3,78.89,79,75,5.86,broken clouds
383,Geraldton,AU,-28.7667,114.6,68.41,52,75,9.22,broken clouds
384,Sitka,US,57.0531,-135.33,42.69,81,100,8.05,moderate rain
385,Ibra,OM,22.6906,58.5334,64.83,62,4,4.74,clear sky
386,Turukhansk,RU,65.8167,87.9833,-17.61,100,84,3.49,broken clouds
387,Tacuarembo,UY,-31.7333,-55.9833,74.66,30,4,17.29,clear sky
388,Chernyshevskiy,RU,63.0128,112.4714,-6.3,99,100,2.98,overcast clouds
389,Port Hedland,AU,-20.3167,118.5667,80.65,100,100,6.91,thunderstorm with heavy rain
390,Benguela,AO,-12.5763,13.4055,76.26,71,100,4.32,overcast clouds
391,Asau,RO,46.4333,26.4,39.4,74,100,6.46,overcast clouds
392,Sembakung,ID,3.8167,117.25,71.42,99,100,1.81,overcast clouds
393,Gaoual,GN,11.75,-13.2,82.98,13,3,0.74,clear sky
394,Bolshoy Lug,RU,52.0779,104.0919,8.78,93,63,4.45,broken clouds
395,Rosetta,EG,31.4044,30.4164,56.3,69,0,7.0,clear sky
396,Fortuna,US,40.5982,-124.1573,55.65,81,0,9.22,clear sky
397,Birao,CF,10.2849,22.7882,66.7,16,74,5.91,broken clouds
398,The Valley,AI,18.217,-63.0578,77.14,69,75,11.5,broken clouds
399,Wlingi,ID,-8.0776,112.3311,71.69,93,100,4.45,overcast clouds
400,Saint George,US,37.1041,-113.5841,63.07,18,0,3.0,clear sky
401,Bayir,TR,37.2687,28.2167,34.32,69,0,2.84,clear sky
402,Iranshahr,IR,27.2025,60.6848,59.34,44,0,4.61,clear sky
403,Redlands,US,34.0556,-117.1825,78.73,12,0,5.99,clear sky
404,Mogzon,RU,51.7435,111.9606,-3.01,99,77,4.14,broken clouds
405,Cabinda,AO,-5.55,12.2,77.38,87,77,6.51,broken clouds
406,Chulym,RU,55.0997,80.9572,-0.11,91,100,3.13,overcast clouds
407,Palora,EC,-1.7,-77.9333,76.98,76,98,1.21,light rain
408,Ayaviri,PE,-14.8864,-70.5889,49.87,74,100,6.71,overcast clouds
409,Iracoubo,GF,5.4802,-53.2011,78.87,85,100,9.04,overcast clouds
410,Bereda,ES,43.2686,-7.5406,47.95,98,63,1.79,broken clouds
411,Necochea,AR,-38.5473,-58.7368,66.04,70,86,17.31,overcast clouds
412,Pokaran,IN,26.9167,71.9167,63.93,37,0,7.94,clear sky
413,Teahupoo,PF,-17.8333,-149.2667,80.56,75,68,21.56,light rain
414,Constitucion,CL,-35.3333,-72.4167,70.29,57,9,11.21,clear sky
415,Pabianice,PL,51.6645,19.3547,39.24,91,100,17.0,overcast clouds
416,La Ronge,CA,55.1001,-105.2842,8.85,85,100,5.75,overcast clouds
417,Esso,RU,55.9333,158.7,2.79,95,96,2.86,overcast clouds
418,Santa Marta,CO,11.2408,-74.199,92.34,68,1,18.07,clear sky
419,Kalmunai,LK,7.4167,81.8167,75.27,81,100,7.58,overcast clouds
420,Jasper,US,37.2001,-94.3502,46.24,46,0,3.0,clear sky
421,Gaborone,BW,-24.6545,25.9086,69.71,64,0,5.75,clear sky
422,Kolondieba,ML,11.0882,-6.8926,78.89,11,0,4.97,clear sky
423,Pyapon,MM,16.2833,95.6833,68.32,72,84,7.23,broken clouds
424,Alofi,NU,-19.0595,-169.9187,80.49,83,100,4.61,overcast clouds
425,Hamilton,US,39.1834,-84.5333,41.65,57,0,1.01,clear sky
426,Gorom-Gorom,BF,14.4439,-0.2361,73.2,11,0,9.8,clear sky
427,Dhali,IN,10.5,77.1667,75.25,90,56,1.63,broken clouds
428,Yenagoa,NG,4.9247,6.2642,79.9,70,0,4.9,clear sky
429,Tazovskiy,RU,67.4667,78.7,-24.07,100,97,2.37,overcast clouds
430,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,85,1,18.86,clear sky
431,Acajutla,SV,13.5928,-89.8275,87.8,52,25,9.66,scattered clouds
432,Aswan,EG,24.0934,32.907,56.5,35,0,3.44,clear sky
433,Barcelos,PT,41.5388,-8.6151,52.84,68,66,5.66,broken clouds
434,Zhezkazgan,KZ,47.8043,67.7144,26.04,96,100,14.97,light snow
435,Kutum,SD,14.2,24.6667,54.36,21,69,11.32,broken clouds
436,Ust-Nera,RU,64.5667,143.2,-25.02,80,3,2.64,clear sky
437,Teguise,ES,29.0605,-13.564,61.02,77,0,16.11,clear sky
438,Hofn,IS,64.2539,-15.2082,26.92,66,35,16.24,scattered clouds
439,Balikpapan,ID,-1.2675,116.8289,77.99,100,40,4.61,scattered clouds
440,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,72.25,42,7,15.73,clear sky
441,College,US,64.8569,-147.8028,-1.71,79,75,0.0,light snow
442,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.2,76,100,5.37,moderate rain
443,Nabire,ID,-3.3667,135.4833,76.17,90,99,2.44,moderate rain
444,Robertsport,LR,6.7533,-11.3686,80.67,84,1,9.71,clear sky
445,Xiongzhou,CN,25.1167,114.3,50.23,98,100,1.41,overcast clouds
446,Muli,MV,2.9167,73.5667,81.54,65,52,9.8,broken clouds
447,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,86,73,13.11,broken clouds
448,Kangaatsiaq,GL,68.3065,-53.4641,2.53,92,100,3.13,light snow
449,Bilibino,RU,68.0546,166.4372,-17.32,77,6,4.45,clear sky
450,Cao Bang,VN,22.6667,106.25,54.63,99,100,0.85,overcast clouds
451,Topolobampo,MX,25.6,-109.05,73.31,35,0,9.22,clear sky
452,Port Blair,IN,11.6667,92.75,77.04,88,40,1.14,mist
453,Lisakovsk,KZ,52.5369,62.4936,12.96,89,100,5.26,overcast clouds
454,Prince Rupert,CA,54.3161,-130.3201,48.29,71,40,23.02,scattered clouds
455,Berlevag,NO,70.8578,29.0864,21.2,79,20,24.16,few clouds
456,Boyolangu,ID,-8.1181,111.8935,75.13,94,100,4.85,overcast clouds
457,Morondava,MG,-20.2833,44.2833,80.56,84,100,21.36,moderate rain
458,Prince George,CA,53.9166,-122.753,44.04,52,0,21.85,clear sky
459,Grindavik,IS,63.8424,-22.4338,28.87,69,100,11.5,overcast clouds
460,Yerofey Pavlovich,RU,53.9667,121.9667,-2.22,86,100,1.88,overcast clouds
